ticker,name,sic_code,sic_description,market,primary_exchange,market_cap,total_employees,list_date,description
ABFL,Abacus FCF Leaders ETF,,,stocks,BATS,,,2016-09-28,
ABLG,Abacus FCF International Leaders ETF,,,stocks,BATS,,,2017-06-28,
ABM,"ABM Industries, Inc.",7340,SERVICES-TO DWELLINGS & OTHER BUILDINGS,stocks,XNYS,3003949561.5,117000.0,1972-06-01,"ABM Industries Inc is a provider of integrated facility solutions. It offers its solutions through five segments: Business and Industry, Manufacturing and Distribution, Education, Aviation and Technic..."
ABR,"Arbor Realty Trust, Inc.",6798,REAL ESTATE INVESTMENT TRUSTS,stocks,XNYS,2002309617.44,659.0,2004-04-07,"Arbor Realty Trust Inc is a specialized real estate finance company. It invests in a diversified portfolio of structured finance assets in the multifamily and commercial real estate markets, consistin..."
ABT,Abbott Laboratories,2834,PHARMACEUTICAL PREPARATIONS,stocks,XNYS,232094281146.0,114000.0,1949-04-19,"Abbott manufactures and markets cardiovascular and diabetes devices, adult and pediatric nutritional products, diagnostic equipment and testing kits, and branded generic drugs. Products include pacema..."
ACA,"Arcosa, Inc. Common Stock",3440,FABRICATED STRUCTURAL METAL PRODUCTS,stocks,XNYS,4388078060.43,6250.0,2018-10-16,"Arcosa Inc is a manufacturer and producer of infrastructure-related products and services. It operates in three segments: Construction Products, Engineered Structures, and Transportation Products. The..."
ACCO,Acco Brands Corporation,2780,"BLANKBOOKS, LOOSELEAF BINDERS & BOOKBINDG & RELATD WORK",stocks,XNYS,343277399.55,5000.0,1999-11-09,"ACCO Brands Corp designs, manufactures, and markets consumer and business products. It operates through two segments: ACCO Brands Americas, and ACCO Brands International. The company offers school not..."
ACEL,"Accel Entertainment, Inc.",7900,SERVICES-AMUSEMENT & RECREATION SERVICES,stocks,XNYS,968296323.28,1500.0,2017-08-18,"Accel Entertainment Inc is a distributed gaming and local entertainment operator in the United States. It is engaged in the installation, maintenance, operation, and servicing of gaming terminals and ..."
ACES,ALPS Clean Energy ETF,,,stocks,ARCX,,,2018-06-29,
ACHR,Archer Aviation Inc.,3721,AIRCRAFT,stocks,XNYS,6181864524.34,1148.0,2021-09-17,Archer Aviation Inc advances the benefits of sustainable air mobility. The company is engaged in designing and developing a fully electric vertical takeoff and landing eVTOL aircraft for use in UAM ne...
ACI,"Albertsons Companies, Inc.",5411,RETAIL-GROCERY STORES,stocks,XNYS,12217411965.539999,285000.0,2020-06-26,"Albertsons is the second-largest supermarket operator in the United States with about 2,300 stores across a variety of banners. Around 80% of the firm's sales comes from nonperishable and fresh food, ..."
ACM,Aecom,8711,SERVICES-ENGINEERING SERVICES,stocks,XNYS,14676105890.79,51000.0,2007-05-10,"Aecom is one of the largest global providers of design, engineering, construction, and management services. It serves a broad spectrum of end markets including infrastructure, water, transportation, a..."
ACN,Accenture PLC,7389,"SERVICES-BUSINESS SERVICES, NEC",stocks,XNYS,198212296711.5,774000.0,2001-07-19,"Accenture is a leading global IT services firm that provides consulting, strategy, and technology and operational services. These services run the gamut from aiding enterprises with digital transforma..."
ACP,abrdn Income Credit Strategies Fund,,,stocks,XNYS,734003466.3,,2011-01-27,"abrdn Income Credit Strategies Fund is a diversified, closed-end management investment company. Its investment objective is to seek a high level of current income with a secondary objective of capital..."
ACRE,Ares Commercial Real Estate Corporation,6798,REAL ESTATE INVESTMENT TRUSTS,stocks,XNYS,271726443.82,2100.0,2012-04-26,Ares Commercial Real Estate Corp is a specialty finance company and a Real Estate Investment Trust providing commercial real estate loans and related investments. It operates in one segment namely ori...
ACV,Virtus Diversified Income & Convertible Fund,,,stocks,XNYS,233104588.92,,2015-05-22,"Virtus AllianzGI Diversified Income & Convertible Fund is a diversified, limited-term, closed-end management investment company. The fund's investment objective is to provide total return through a co..."
ACVA,ACV Auctions Inc.,7389,"SERVICES-BUSINESS SERVICES, NEC",stocks,XNYS,2855071411.86,2900.0,2021-03-24,ACV Auctions Inc is a mobile platform for wholesale car auctions. The company provides a digital marketplace for wholesale vehicle transactions and data services that offer transparent and accurate ve...
ACWV,iShares MSCI Global Min Vol Factor ETF,,,stocks,BATS,,,2011-10-20,
ADC,Agree Realty Corporation,6798,REAL ESTATE INVESTMENT TRUSTS,stocks,XNYS,8206283495.320001,75.0,1994-04-15,"Agree Realty Corporation operates as a fully integrated real estate investment trust mainly focused on the ownership, acquisition, development and management of retail properties net leased to industr..."
ADM,Archer Daniels Midland Company,2070,FATS & OILS,stocks,XNYS,23013555718.5,44043.0,1945-09-10,"Archer-Daniels-Midland is a major processor of oilseeds, corn, wheat, and other agricultural commodities. The company is also one of the largest grain merchandisers through its extensive network of lo..."
ADME,Aptus Behavioral Momentum ETF,,,stocks,BATS,,,2016-06-09,
ADNT,Adient plc Ordinary Shares,3714,MOTOR VEHICLE PARTS & ACCESSORIES,stocks,XNYS,1383754126.6799998,70000.0,2016-10-17,"Adient began trading Oct. 31, 2016, when Johnson Controls spun off its automotive experience segment. Adient is the leading seating supplier to the industry with about one third of the global market. ..."
ADS,,,,,,,,,Error: 请求失败: 404 Client Error: Not Found for url: https://api.polygon.io/v3/reference/tickers/ADS
ADT,ADT Inc.,7381,"SERVICES-DETECTIVE, GUARD & ARMORED CAR SERVICES",stocks,XNYS,6892846314.0,12800.0,2018-01-19,"ADT Inc is a provider of security, interactive, and smart home solutions serving consumer and small business customers in the United States (U.S.). The Company conducts business under the ADT brand na..."
ADX,"Adams Diversified Equity Fund, Inc",,,stocks,XNYS,2461968066.2400002,,1972-01-03,"Adams Diversified Equity Fund Inc is a diversified investment company. It is an internally managed closed-end fund whose investment objectives are the preservation of capital, the attainment of reason..."
AEE,Ameren Corporation,4931,ELECTRIC & OTHER SERVICES COMBINED,stocks,XNYS,26007746628.09,8981.0,1984-11-05,"Ameren owns rate-regulated generation, transmission, and distribution networks that deliver electricity and natural gas in Missouri and Illinois. It serves 2.5 million electricity customers and approx..."
AEFC,Aegon Funding Company LLC 5.10% Subordinated Notes due 2049,,,stocks,XNYS,,,2019-10-24,
AEG,Aegon Ltd.,,,stocks,XNYS,11561542834.38,15582.0,1985-07-01,"Aegon is a life insurance and long-term savings business listed in the Netherlands. It listed on the Amsterdam Stock Exchange in the 1980s and now has mature operations in the United States, United Ki..."
AEM,Agnico Eagle Mines Ltd.,,,stocks,XNYS,59662949985.0,16968.0,1972-06-07,"Agnico Eagle is a gold miner with mines in Canada, Mexico, Finland, and Australia. Agnico operated just one mine, LaRonde, as recently as 2008 before bringing its other mines online in rapid successio..."
AEO,American Eagle Outfitters,5651,RETAIL-FAMILY CLOTHING STORES,stocks,XNYS,1795058904.24,44000.0,1994-04-29,"American Eagle Outfitters Inc is a specialty retailer. The company is engaged in the retail of apparel and accessories with company stores in the United States, Canada, Mexico, and Hong Kong. The Comp..."
AER,Aercap Holdings N.V.,,,stocks,XNYS,21018720995.7,699.0,2006-11-21,"AerCap Holdings NV is an aircraft leasing company. Its activities include leasing, financing, sales, and management of commercial aircraft and engines. It also provides aircraft asset management and c..."
AES,AES Corporation,4991,COGENERATION SERVICES & SMALL POWER PRODUCERS,stocks,XNYS,7745720227.200001,9100.0,1991-06-27,"AES is a global power company that operates in 15 countries. Its generation portfolio as of year-end 2024 totals over 32 gigawatts, including renewable energy (50%), gas (32%), coal (16%), and oil (2%..."
AESI,Atlas Energy Solutions Inc.,1311,CRUDE PETROLEUM & NATURAL GAS,stocks,XNYS,1664152848.98,1143.0,2023-03-09,"Atlas Energy Solutions Inc is a provider of proppant and logistics services to the oil and natural gas industry within the Permian Basin of West Texas and New Mexico, the most active oil and natural g..."
AFB,"Alliance National Municipal Income Fund, Inc.",,,stocks,XNYS,291473651.04,,2002-01-29,"Alliancebernstein National Muni Inc Fd is a diversified, closed-end management investment company. It seeks to provide high current income exempt from regular federal income tax by investing substanti..."
AFG,"American Financial Group, Inc.",6331,"FIRE, MARINE & CASUALTY INSURANCE",stocks,XNYS,10408010916.84,8700.0,1978-11-14,American Financial Group Inc is a holding company that is engaged in property and casualty insurance services. The company has a focus on specialized commercial products for businesses. The Company op...
AFK,VanEck Africa Index ETF,,,stocks,ARCX,,,2008-07-14,
AFL,Aflac Inc.,6321,ACCIDENT & HEALTH INSURANCE,stocks,XNYS,55421521820.28001,12694.0,1973-08-27,"Aflac Inc offers supplemental health insurance and life insurance in the United States and Japan. In addition to its cancer policies, the company has broadened its product offerings to include acciden..."
AG,FIRST MAJESTIC SILVER CORP,,,stocks,XNYS,4036638631.76,5175.0,1994-04-06,"First Majestic Silver Corp is engaged in the production, development, exploration, and acquisition of mineral properties with a focus on silver and gold production in North America. It owns three prod..."
AGCO,AGCO Corporation,3523,FARM MACHINERY & EQUIPMENT,stocks,XNYS,7689898358.299999,24000.0,1992-04-16,"Agco is a global manufacturer of agricultural equipment. Its main machine brands are Fendt, Massey Ferguson, and Valtra; its initiatives in precision agriculture have been organized under the PTx umbr..."
AGD,abrdn Global Dynamic Dividend Fund,,,stocks,XNYS,256358985.11,,2006-07-26,"Aberdeen Global Dynamic Dividend Fund is a diversified, closed-end management investment company. The fund's primary investment objective is to seek high current dividend income, more than 50% of whic..."
AGG,iShares Core U.S. Aggregate Bond ETF,,,stocks,ARCX,,,2003-09-22,
AGGY,WisdomTree Yield Enhanced U.S. Aggregate Bond Fund,,,stocks,ARCX,,,,
AGI,Alamos Gold Inc. Class A Common Shares,,,stocks,XNYS,11443585023.78,2288.0,1996-10-11,"Alamos Gold Inc acquires, explores, and produces gold and other precious metals, and operates in two principal geographic areas: Canada and Mexico. The company has four operating segments being Young-..."
AGL,"agilon health, inc.",8090,"SERVICES-MISC HEALTH & ALLIED SERVICES, NEC",stocks,XNYS,943810056.1199999,1076.0,2021-04-15,Agilon Health Inc is transforming healthcare by empowering primary care physicians for the health of the patients. The company enables physicians to create their own Medicare-centric globally capitate...
AGM,Federal Agricultural Mortgage Corporation,6111,FEDERAL & FEDERALLY-SPONSORED CREDIT AGENCIES,stocks,XNYS,2091951217.08,191.0,1988-12-01,"Federal Agricultural Mortgage Corp provides agricultural real estate and rural housing mortgage loans in the secondary market in the U.S. Its operations consist of seven segments: Farm & Ranch, Corpor..."
AGO,"Assured Guaranty, LTD",6351,SURETY INSURANCE,stocks,XNYS,4114530000.0,361.0,2004-04-23,Assured Guaranty Ltd. provides credit protection products to the United States and international public finance and structured finance markets and manages assets across collateralized loan obligations...
AGQ,ProShares Ultra Silver,6221,COMMODITY CONTRACTS BROKERS & DEALERS,stocks,ARCX,,,2008-12-03,
AGRO,ADECOAGRO S.A.,,,stocks,XNYS,914937377.4,10320.0,2011-01-28,"Adecoagro SA is a Luxembourg-based agricultural company. It is involved in a wide range of businesses, including farming crops and other agricultural products, dairy operations sugar, ethanol, energy ..."
AGS,"PlayAGS, Inc.",3990,MISCELLANEOUS MANUFACTURING INDUSTRIES,stocks,XNYS,513837990.96000004,916.0,2018-01-26,"PlayAGS Inc is a designer and supplier of gaming products and services for the gaming industry. The company mainly supplies electronic gaming machines (EGM), server-based systems and back-office syste..."
AGX,"Argan, Inc",1700,CONSTRUCTION - SPECIAL TRADE CONTRACTORS,stocks,XNYS,2973288009.61,1595.0,1995-08-18,"Argan Inc is a United States-based construction firm that conducts operations through its wholly-owned subsidiaries, GPS, APC, TRC, and SMC. Through GPS and APC it provides a full range of engineering..."
AGZ,iShares Agency Bond ETF,,,stocks,ARCX,,,2008-11-07,
AHH,"Armada Hoffler Properties, Inc.",6500,REAL ESTATE,stocks,XNYS,564293797.76,148.0,2013-05-08,"Armada Hoffler Properties Inc is a real estate company. It engages in developing, building, owning and managing the high-quality, institutional-grade office, retail, and multifamily properties in vari..."
AHLpD,Aspen Insurance Holdings Limited 5.625% Perpetual Non-Cumulative Preference Shares,6331,"FIRE, MARINE & CASUALTY INSURANCE",stocks,XNYS,,1128.0,2016-09-14,Aspen Insurance Holdings Ltd is a Bermudian insurance and reinsurance company. Its principal business is marketing and underwriting specialty insurance and reinsurance regularly. It comprises underwri...
AHLpE,"Aspen Insurance Holdings Limited Depositary Shares, each representing a 1/1000th interest in a share of 5.625% Perpetual Non-Cumulative Preference Shares",6331,"FIRE, MARINE & CASUALTY INSURANCE",stocks,XNYS,,1128.0,2019-08-06,Aspen Insurance Holdings Ltd is a Bermudian insurance and reinsurance company. Its principal business is marketing and underwriting specialty insurance and reinsurance regularly. It comprises underwri...
AHLpF,"Aspen Insurance Holdings Limited Depositary Shares, each representing a 1/1,000th Interest in a 7.00% Perpetual Non-Cumulative Preference Share",6331,"FIRE, MARINE & CASUALTY INSURANCE",stocks,XNYS,,1128.0,2024-12-03,Aspen Insurance Holdings Ltd is a Bermudian insurance and reinsurance company. Its principal business is marketing and underwriting specialty insurance and reinsurance regularly. It comprises underwri...
AHR,"American Healthcare REIT, Inc.",6798,REAL ESTATE INVESTMENT TRUSTS,stocks,XNYS,5622261953.25,114.0,2024-02-07,"American Healthcare REIT Inc is a healthcare-focused real estate investment trust. It owns a diversified portfolio of clinical healthcare real estate properties, focusing on medical office buildings, ..."
AHT,"Ashford Hospitality Trust, Inc.",6798,REAL ESTATE INVESTMENT TRUSTS,stocks,XNYS,36043637.1,116.0,2003-08-26,Ashford Hospitality Trust Inc. is a real estate investment trust that invests in full-service upscale and upper-upscale hotel properties in the U.S. The company owns and operates its assets through it...
AI,"C3.ai, Inc.",7372,SERVICES-PREPACKAGED SOFTWARE,stocks,XNYS,3432623350.92,891.0,2020-12-09,"C3.ai Inc is an enterprise artificial intelligence company. The company provides software-as-a-service applications that enable customers to rapidly develop, deploy, and operate large-scale Enterprise..."
AIBU,Direxion Daily AI and Big Data Bull 2X Shares,,,stocks,ARCX,,,2024-05-15,
AIEQ,Amplify AI Powered Equity ETF,,,stocks,ARCX,,,2024-01-29,
AIG,"American International Group, Inc.",6331,"FIRE, MARINE & CASUALTY INSURANCE",stocks,XNYS,49091811546.8,22200.0,1975-02-18,American International Group is one of the largest insurance and financial services firms in the world and has a global footprint. It operates through a wide range of subsidiaries that provide propert...
AIR,AAR Corp.,3720,AIRCRAFT & PARTS,stocks,XNYS,2431591064.7,5700.0,1972-06-01,"AAR Corp is engaged in providing products and services to aviation, government, and defense market. It operates in three segments namely Parts Supply, Repair & Engineering, and Integrated Solutions. T..."
AIT,"Applied Industrial Technologies, Inc.",5080,"WHOLESALE-MACHINERY, EQUIPMENT & SUPPLIES",stocks,XNYS,8880195741.97,6818.0,1972-06-01,"Applied Industrial Technologies Inc is a distributor of industrial products to the maintenance, repair, and operations market and the original equipment manufacturing industry. Further, the company pr..."
AIV,Apartment Investment and Management Company,6798,REAL ESTATE INVESTMENT TRUSTS,stocks,XNYS,1188927242.23,58.0,2020-12-15,"Apartment Investment & Management Co is a self-managed real estate investment trust. It is focused on property development, redevelopment and various other value-creating investment strategies, target..."
AIYY,YieldMax AI Option Income Strategy ETF,,,stocks,ARCX,,,2023-11-28,
AIZ,"Assurant, Inc.",6399,"INSURANCE CARRIERS, NEC",stocks,XNYS,10073537732.32,14200.0,2004-02-05,"Assurant Inc is a protection company that partners with the brands to safeguard and service connected devices, homes and automobiles. It operate in North America, Latin America, Europe and Asia Pacifi..."
AIZN,"Assurant, Inc. 5.25% Subordinated Notes due 2061",6399,"INSURANCE CARRIERS, NEC",stocks,XNYS,,,2020-11-25,
AJG,Arthur J. Gallagher & Co.,6411,"INSURANCE AGENTS, BROKERS & SERVICE",stocks,XNYS,81381324990.0,56000.0,1984-06-20,"Founded in 1927 as a one-person agency, Gallagher's primary business is insurance brokerage, with a focus on serving middle-market companies. The company's risk management segment provides third-party..."
AKR,Acadia Realty Trust,6798,REAL ESTATE INVESTMENT TRUSTS,stocks,XNYS,2593026196.2000003,129.0,1993-05-27,"Acadia Realty Trust is a real estate investment trust that specializes in the operation, management, leasing, renovation, and acquisition of shopping centers and mixed-use properties with retail compo..."
AL,Air Lease Corporation,7359,"SERVICES-EQUIPMENT RENTAL & LEASING, NEC",stocks,XNYS,6486500195.4,165.0,2011-04-19,Air Lease Corp is an aircraft leasing company based in the United States. It is engaged in purchasing commercial jet aircrafts directly from aircraft manufacturers and leasing those aircraft to airlin...
ALB,Albemarle Corporation,2821,"PLASTIC MATERIALS, SYNTH RESINS & NONVULCAN ELASTOMERS",stocks,XNYS,7330274942.2,8300.0,1994-02-22,"Albemarle is one of the world's largest lithium producers. In the lithium industry, the majority of demand comes from batteries, where lithium is used as the energy storage material, particularly in e..."
ALBpA,Albemarle Corporation Depositary Shares each representing a 1/20th interest in a share of 7.25% Series A Mandatory Convertible Preferred Stock,2821,"PLASTIC MATERIALS, SYNTH RESINS & NONVULCAN ELASTOMERS",stocks,XNYS,,8300.0,2024-03-06,"Albemarle is one of the world's largest lithium producers. In the lithium industry, the majority of demand comes from batteries, where lithium is used as the energy storage material, particularly in e..."
ALC,Alcon Inc. Ordinary Shares,,,stocks,XNYS,43269036023.520004,25599.0,2019-04-09,"Alcon is one of the leading visioncare companies in the world. Following nine years as a Novartis subsidiary, it was spun off as a public company in April 2019. Alcon operates in two segments: visionc..."
ALE,"ALLETE, Inc.",4931,ELECTRIC & OTHER SERVICES COMBINED,stocks,XNYS,3782718371.1200004,1638.0,1972-06-01,ALLETE Inc provides competitively-priced energy in America's Upper Midwest region and invests in transmission infrastructure and other energy-centric businesses. The company has two reportable segment...
ALEX,"Alexander & Baldwin, Inc.",6798,REAL ESTATE INVESTMENT TRUSTS,stocks,XNYS,1324804240.58,99.0,2012-06-14,"Alexander & Baldwin Inc is a Hawaii commercial real estate company. The group owns, operates, and manages million square feet of retail, industrial, and office space in Hawaii. It is a real estate inv..."
ALG,"Alamo Group, Inc.",3523,FARM MACHINERY & EQUIPMENT,stocks,XNYS,2530186200.96,3750.0,1993-03-22,"Alamo Group Inc is engaged in the design, manufacture, and servicing of high-quality vegetation management and infrastructure maintenance equipment for governmental, industrial and agricultural use. I..."
ALIT,"Alight, Inc.",7389,"SERVICES-BUSINESS SERVICES, NEC",stocks,XNYS,2860863336.88,9500.0,2021-07-06,Alight Inc is a technology-enabled services company delivering human capital management solutions to many of complex organizations. This includes the implementation and administration of employee bene...
ALK,"Alaska Air Group, Inc.",4512,"AIR TRANSPORTATION, SCHEDULED",stocks,XNYS,6261425511.059999,29773.0,1972-06-01,"Alaska Air Group Inc operates two airlines, Alaska and Horizon in three operating segments. The Alaska Airlines segment includes scheduled air transportation on Alaska's Boeing and Airbus jet aircraft..."
ALL,The Allstate Corporation,6331,"FIRE, MARINE & CASUALTY INSURANCE",stocks,XNYS,53167410478.850006,55400.0,1993-06-03,"Allstate is one of the largest US property-casualty insurers in the US. Personal auto represents the largest percentage of revenue, but the company offers homeowners insurance and other insurance prod..."
ALLE,Allegion Public Limited Company,7381,"SERVICES-DETECTIVE, GUARD & ARMORED CAR SERVICES",stocks,XNYS,12012480884.0,14400.0,2013-11-18,"Allegion is a global security products company with a portfolio of leading brands such as Schlage, Von Duprin, and LCN. The Ireland-domiciled company was created via a spinoff transaction from Ingerso..."
ALLY,Ally Financial Inc.,6022,STATE COMMERCIAL BANKS,stocks,XNYS,11242593983.4,10700.0,2013-12-13,"Formerly the captive financial arm of General Motors, Ally Financial became an independent publicly traded firm in 2014 and is one of the largest consumer auto lenders in the country. While the firm h..."
ALLpH,The Allstate Corporation,6331,"FIRE, MARINE & CASUALTY INSURANCE",stocks,XNYS,,55400.0,2019-08-01,"Allstate is one of the largest US property-casualty insurers in the US. Personal auto represents the largest percentage of revenue, but the company offers homeowners insurance and other insurance prod..."
ALLpJ,"The Allstate Corporation Depositary Shares each representing a 1/1,000th interest in a share of Fixed Rate Noncumulative Perpetual Preferred Stock, Series J",6331,"FIRE, MARINE & CASUALTY INSURANCE",stocks,XNYS,,55400.0,2023-05-16,"Allstate is one of the largest US property-casualty insurers in the US. Personal auto represents the largest percentage of revenue, but the company offers homeowners insurance and other insurance prod..."
ALSN,"ALLISON TRANSMISSION HOLDINGS, INC.",3714,MOTOR VEHICLE PARTS & ACCESSORIES,stocks,XNYS,8515631221.0199995,4000.0,2012-03-15,Allison Transmission is the largest manufacturer of fully automatic transmissions for commercial vehicles. The company's automatic transmissions allow customers to achieve better fuel and operator eff...
ALTG,Alta Equipment Group Inc.,5084,WHOLESALE-INDUSTRIAL MACHINERY & EQUIPMENT,stocks,XNYS,199478300.65,2900.0,2019-04-25,Alta Equipment Group Inc is an integrated equipment dealership platform in the U.S. Its segments are Material Handling and Construction Equipment. The Material Handling segment is engaged in operation...
ALV,"Autoliv, Inc.",3714,MOTOR VEHICLE PARTS & ACCESSORIES,stocks,XNYS,8343545918.8,65200.0,1997-04-28,"Autoliv Inc is the world-wide leader in passive safety components and systems for the auto industry. Products include seat belts, frontal air bags, side-impact air bags, air bag inflators, and steerin..."
ALX,Alexander's Inc.,6798,REAL ESTATE INVESTMENT TRUSTS,stocks,XNYS,1187598143.7,90.0,1969-10-07,"Alexander's Inc is a real estate investment trust engaged in leasing, managing, developing and redeveloping its properties. It has six properties in the greater New York City metropolitan area. All of..."
AM,Antero Midstream Corporation Common Stock,4922,NATURAL GAS TRANSMISSION,stocks,XNYS,8817629600.0,616.0,2017-05-04,"Antero Midstream Corp is a midstream company that owns, operates, and develops midstream energy assets that service Antero Resources' production and completion activity in the Appalachian Basin locate..."
AMBC,"Ambac Financial Group, Inc.",6351,SURETY INSURANCE,stocks,XNYS,314313640.16999996,195.0,1989-08-25,Ambac Financial Group Inc is a financial services holding company. It operates in two principal businesses segments: Insurance Distribution and Specialty Property & Casualty Insurance. Insurance Distr...
AMBP,Ardagh Metal Packaging S.A.,,,stocks,XNYS,2480453281.9,6300.0,2021-08-05,"Ardagh Metal Packaging SA is a supplier of infinitely recyclable, sustainable, metal beverage cans and ends to brand owners. The company deals with multiple categories of products including beer, carb..."
AMC,"AMC ENTERTAINMENT HOLDINGS, INC.",7830,SERVICES-MOTION PICTURE THEATERS,stocks,XNYS,1451030929.3500001,33382.0,2013-12-18,"AMC Entertainment Holdings Inc is involved in the theatrical exhibition business. It owns, operates, or has interests in theatres located in the United States and Europe. It provides amenities such as..."
AMCR,Amcor plc Ordinary Shares,3990,MISCELLANEOUS MANUFACTURING INDUSTRIES,stocks,XNYS,21034530686.16,35000.0,2019-06-11,Amcor is a global producer of plastic packaging primarily for the fast-moving consumer goods industry. About 90% of earnings are exposed to the flexible packaging business. This is soft disposable pla...
AMDY,YieldMax AMD Option Income Strategy ETF,,,stocks,ARCX,,,2023-09-19,
AME,"Ametek, Inc.",3823,"INDUSTRIAL INSTRUMENTS FOR MEASUREMENT, DISPLAY, AND CONTROL",stocks,XNYS,41244220629.92,21500.0,1930-07-01,"Founded in 1930 and transformed over the decades through the acquisition of dozens of esteemed brands, Ametek owns a collection of over 40 autonomous industrial businesses operating within the researc..."
AMG,Affiliated Managers Group,6282,INVESTMENT ADVICE,stocks,XNYS,5198222353.65,4100.0,1997-11-21,"Affiliated Managers Group offers investment strategies to investors through its network of affiliates. The firm typically buys a majority interest in small to mid-size boutique asset managers, receivi..."
AMH,AMERICAN HOMES 4 RENT,6798,REAL ESTATE INVESTMENT TRUSTS,stocks,XNYS,13584897543.2,1730.0,2013-08-01,"American Homes 4 Rent is a real estate investment trust focused on acquiring, operating, and leasing single-family homes as rental properties throughout the United States. The company's real estate po..."
AMLP,Alerian MLP ETF,,,stocks,ARCX,,,2010-08-25,
AMN,AMN Healthcare Services,7363,SERVICES-HELP SUPPLY SERVICES,stocks,XNYS,816347911.87,2968.0,2001-11-13,"AMN Healthcare Services Inc provides healthcare workforce solutions and staffing services in the United States. Its comprehensive suite of talent solutions provides management, staffing, recruitment, ..."
AMP,"Ameriprise Financial, Inc.",6282,INVESTMENT ADVICE,stocks,XNYS,49333914654.57,13600.0,2005-09-15,"Ameriprise Financial is a major player in the US market for asset and wealth management, with around $1.5 trillion in total assets under management and administration at the end of 2024. With about 10..."
AMR,"Alpha Metallurgical Resources, Inc.",1221,BITUMINOUS COAL & LIGNITE SURFACE MINING,stocks,XNYS,1463989037.44,3960.0,2016-08-18,Alpha Metallurgical Resources Inc is a Tennessee-based coal mining company with operations across Virginia and West Virginia. The company's portfolio of mining operations consists of underground mines...
AMRC,"Ameresco, Inc.",1700,CONSTRUCTION - SPECIAL TRADE CONTRACTORS,stocks,XNYS,840079188.57,1509.0,2010-07-22,"Ameresco Inc provides energy efficiency solutions for facilities in North America and Europe. It focuses on projects that reduce energy, also focuses on the operations and maintenance costs of governm..."
AMT,American Tower Corporation,6798,REAL ESTATE INVESTMENT TRUSTS,stocks,XNYS,99633862683.35,4691.0,1998-02-27,"American Tower owns and operates more than 220,000 cell towers throughout the US, Asia, Latin America, Europe, and Africa. It also owns and/or operates 28 data centers in 10 US markets after acquiring..."
AMTB,Amerant Bancorp Inc.,6021,NATIONAL COMMERCIAL BANKS,stocks,XNYS,738280385.05,698.0,2018-08-13,"Amerant Bancorp Inc is a bank holding company. Through its bank, it provides individuals and businesses deposit, credit, investment, wealth management, and fiduciary services, both in the United State..."
AMTM,"Amentum Holdings, Inc.",7389,"SERVICES-BUSINESS SERVICES, NEC",stocks,XNYS,5628048684.84,53000.0,2024-09-24,"Amentum Holdings Inc is engaged in engineering and technology solutions. The United States and its allies trust it to address their technical and complex scientific, security, and sustainability chall..."
