ticker,name,sic_code,sic_description,market,primary_exchange,market_cap,total_employees,list_date,description
AMED,Amedisys Inc,8082,SERVICES-HOME HEALTH CARE SERVICES,stocks,XNAS,3092266292.36,19000.0,1994-08-17,"Amedisys Inc is a healthcare services company in the United States. The company brings healthcare to the home through the provision of home healthcare services, hospice services, and high acuity care ..."
AMGN,Amgen Inc,2836,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",stocks,XNAS,155924020097.64,28000.0,1983-06-17,"Amgen is a leader in biotechnology-based human therapeutics. Flagship drugs include red blood cell boosters Epogen and Aranesp, immune system boosters Neupogen and Neulasta, and Enbrel and Otezla for ..."
AMKR,Amkor Technology Inc,3674,SEMICONDUCTORS & RELATED DEVICES,stocks,XNAS,4909008442.56,28300.0,1998-05-01,Amkor Technology Inc is a OSAT (outsourced semiconductor assembly and test) service provider. It has pioneered the outsourcing of integrated circuit (IC) packaging and test services and is a strategic...
AMLX,"Amylyx Pharmaceuticals, Inc. Common Stock",2834,PHARMACEUTICAL PREPARATIONS,stocks,XNAS,484927513.28000003,123.0,2022-01-07,Amylyx Pharmaceuticals Inc is a clinical-stage pharmaceutical company working on developing a novel therapeutic for amyotrophic lateral sclerosis and other neurodegenerative diseases. It has one opera...
AMOD,"Alpha Modus Holdings, Inc. Class A Common Stock",6794,PATENT OWNERS & LESSORS,stocks,XNAS,16871143.32,4.0,2024-12-16,"Alpha Modus Holdings Inc is a technology company with a core focus on artificial intelligence in retail. It is engaged in creating, developing, and licensing data-driven technologies to enhance consum..."
AMPH,"Amphastar Pharmaceuticals, Inc.",2834,PHARMACEUTICAL PREPARATIONS,stocks,XNAS,1254842442.7,2028.0,2014-06-25,"Amphastar Pharmaceuticals Inc is a bio-pharmaceutical company focusing on developing, manufacturing, marketing, and selling technically challenging generic and proprietary injectable, inhalation, and ..."
AMPL,"Amplitude, Inc. Class A Common Stock",7372,SERVICES-PREPACKAGED SOFTWARE,stocks,XNAS,1660976702.01,740.0,2021-09-28,Amplitude Inc is a Software company that provides a Digital Analytics Platform that helps companies analyze their customer behavior within digital products. The Company delivers its application over t...
AMRK,"A-Mark Precious Metals, Inc.",5094,"WHOLESALE-JEWELRY, WATCHES, PRECIOUS STONES & METALS",stocks,XNAS,524260629.44,489.0,2014-03-17,"A-Mark Precious Metals Inc is a precious metal trading company. It is principally engaged in the wholesale of gold, silver, platinum, copper, and palladium bullion and related products in the form of ..."
AMRN,Amarin Corp Plc,2834,PHARMACEUTICAL PREPARATIONS,stocks,XNAS,265463893.84,275.0,1993-04-01,"Amarin Corp PLC is a biopharmaceutical company. It is focused on the commercialization and development of therapeutics to improve cardiovascular, or CV, health and reduce CV risk. Its commercialized p..."
AMRX,"Amneal Pharmaceuticals, Inc. Class A Common Stock",2834,PHARMACEUTICAL PREPARATIONS,stocks,XNAS,2385123148.39,8100.0,2018-05-07,"Amneal Pharmaceuticals Inc is a pharmaceutical company operating in the U.S., India, and Ireland. With three reportable segments; Affordable Medicines, Specialty, and AvKARE - It develops, manufacture..."
AMSC,American Superconductor Corp,3621,MOTORS & GENERATORS,stocks,XNAS,1443639467.94,569.0,1991-12-11,"American Superconductor Corp generates the ideas, technologies, and solutions that meet the world's demand for smarter, cleaner, and energy. Through its Windtec Solutions, the company enables manufact..."
AMSF,"AMERISAFE, Inc.",6331,"FIRE, MARINE & CASUALTY INSURANCE",stocks,XNAS,869646879.75,370.0,2005-11-18,"AMERISAFE Inc is a specialty provider of workers' compensation insurance focused on small to mid-sized employers engaged in hazardous industries, principally construction, trucking, logging and lumber..."
AMWD,American Woodmark Corp,2430,"MILLWOOD, VENEER, PLYWOOD, & STRUCTURAL WOOD MEMBERS",stocks,XNAS,830147853.4,8600.0,1986-07-21,American Woodmark Corp manufactures and distributes cabinets and vanities for the remodeling and new home construction markets. It offers several products that fall into product lines including kitche...
AMZN,Amazon.Com Inc,5961,RETAIL-CATALOG & MAIL-ORDER HOUSES,stocks,XNAS,2303536145270.86,1556000.0,1997-05-15,"Amazon is the leading online retailer and marketplace for third party sellers. Retail related revenue represents approximately 75% of total, followed by Amazon Web Services' cloud computing, storage, ..."
AMZU,Direxion Shares ETF Trust Direxion Daily AMZN Bull 2X Shares,,,stocks,XNAS,,,2022-09-07,
ANAB,"AnaptysBio, Inc. Common Stock",2834,PHARMACEUTICAL PREPARATIONS,stocks,XNAS,681333702.24,136.0,2017-01-26,AnaptysBio Inc is a clinical-stage biotechnology company. The company is focused on developing antibody product candidates for unmet medical needs in inflammation and immuno-oncology. The company is d...
ANDE,Andersons Inc/The,5150,WHOLESALE-FARM PRODUCT RAW MATERIALS,stocks,XNAS,1187000624.32,2299.0,1996-02-20,"Andersons Inc is a diversified company with its main focus in the agriculture sector. Its operations are segmented into Trade, Renewables, and Nutrient & Industrial. The Trade segment, which generates..."
ANGI,Angi Inc. Class A Common Stock,7310,SERVICES-ADVERTISING,stocks,XNAS,798023028.39,2800.0,2011-11-17,"Angi Inc connects quality home service professionals with consumers across different categories, from repairing and remodeling to cleaning and landscaping. It operates through brands like Angi, HomeAd..."
ANGL,VanEck Fallen Angel High Yield Bond ETF,,,stocks,XNAS,,,2012-04-11,
ANGO,"AngioDynamics, Inc.",3841,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,stocks,XNAS,451549684.32,748.0,2004-05-27,"AngioDynamics Inc designs manufactures, and sells medical, surgical, and diagnostic devices used by professional healthcare providers for the treatment of peripheral vascular disease and for use in on..."
ANIK,Anika Therapeutics Inc,3841,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,stocks,XNAS,165213192.96,288.0,1993-05-03,Anika Therapeutics Inc is an orthopedic medicines company. It is committed to improving the lives of patients with degenerative orthopedic diseases and traumatic conditions with clinically meaningful ...
ANIP,"ANI Pharmaceuticals, Inc.",2834,PHARMACEUTICAL PREPARATIONS,stocks,XNAS,1367914665.78,897.0,1999-09-13,"ANI Pharmaceuticals Inc develops, manufactures, and markets generic prescription pharmaceuticals. It manufactures liquid, powder, and oral solid-dose products. Its areas of product development include..."
ANIX,"Anixa Biosciences, Inc.",2834,PHARMACEUTICAL PREPARATIONS,stocks,XNAS,109517712.8,5.0,1983-10-07,"Anixa Biosciences Inc a cancer-focused biotechnology company, develops vaccines and therapies that are focused on critical unmet needs in oncology. The company is developing both diagnostics and thera..."
ANNA,"AleAnna, Inc. Class A Common Stock",1311,CRUDE PETROLEUM & NATURAL GAS,stocks,XNAS,359433348.04,7.0,2024-12-16,"AleAnna Inc is a developer and producer of natural gas in Italy, engaged in naturally occurring biogenic methane from conventional geological formations and carbon-negative renewable biomethane genera..."
ANNX,"Annexon, Inc. Common Stock",2834,PHARMACEUTICAL PREPARATIONS,stocks,XNAS,284160306.35999995,100.0,2020-07-24,"Annexon Inc is a clinical-stage biopharmaceutical company developing a pipeline of novel therapies for patients with classical complement-mediated disorders of the body, brain, and eye. Its pipeline i..."
ANSS,Ansys Inc,7372,SERVICES-PREPACKAGED SOFTWARE,stocks,XNAS,30079629166.02,6600.0,1996-06-20,"Ansys is an engineering software company that provides simulation capabilities for structural, fluids, semiconductor power, embedded software, optical, and electromagnetic properties. Ansys employs ov..."
AOSL,Alpha and Omega Semiconductor Limited,3674,SEMICONDUCTORS & RELATED DEVICES,stocks,XNAS,729417477.45,2332.0,2010-04-29,"Alpha & Omega Semiconductor Ltd designs, develops and supplies a portfolio of power semiconductors targeting various applications, including personal computers, flat-panel TVs, LED lighting, smartphon..."
AOUT,"American Outdoor Brands, Inc. Common Stock",3949,"SPORTING & ATHLETIC GOODS, NEC",stocks,XNAS,148360326.8,289.0,2020-08-10,"American Outdoor Brands Inc is engaged in the business of providing outdoor products and accessories for hunting, fishing, camping, shooting, and personal security and defense products. The company de..."
APA,APA Corporation Common Stock,1311,CRUDE PETROLEUM & NATURAL GAS,stocks,XNAS,6722544585.599999,2305.0,1969-05-27,"APA Corp is an independent exploration and production company. It develops, and produces crude oil, natural gas, and natural gas liquids. The Company's business has oil and gas operations in three geo..."
APEI,"American Public Education, Inc.",8200,SERVICES-EDUCATIONAL SERVICES,stocks,XNAS,488333758.62,6117.0,2007-11-09,American Public Education Inc provides online and campus based postsecondary education including various undergraduate and graduate degree programs. The fields of study include business administration...
APGE,"Apogee Therapeutics, Inc. Common Stock",2836,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",stocks,XNAS,2340088209.57,196.0,2023-07-14,"Apogee Therapeutics Inc is a biotechnology company seeking to develop differentiated biologics for the treatment of atopic dermatitis (AD), chronic obstructive pulmonary disease (COPD), and related in..."
API,"Agora, Inc. American Depositary Shares",,,stocks,XNAS,373107856.59000003,608.0,2020-06-26,"Agora Inc provides real-time communication solutions. The company offers real-time video calling, voice calling, live audio and video streaming, recording, and real-time messaging. It serves the gamin..."
APLS,"Apellis Pharmaceuticals, Inc. Common Stock",2834,PHARMACEUTICAL PREPARATIONS,stocks,XNAS,2436979021.4,710.0,2017-11-09,"Apellis Pharmaceuticals Inc is a commercial-stage biopharmaceutical company focused on the discovery, development, and commercialization of novel therapeutic compounds to treat diseases with high unme..."
APOG,Apogee Enterprises Inc,3231,"GLASS PRODUCTS, MADE OF PURCHASED GLASS",stocks,XNAS,859904802.36,4500.0,1972-06-01,"Apogee Enterprises Inc is a provider of architectural products and services for enclosing buildings, and high-performance glass and acrylic products used in applications for preservation, protection, ..."
APP,Applovin Corporation Class A Common Stock,7370,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC.",stocks,XNAS,129805199496.00002,1563.0,2021-04-15,"AppLovin is a vertically integrated advertising technology company that acts as a demand-side platform for advertisers, a supply-side platform for publishers, and an exchange facilitating transactions..."
APPF,"AppFolio, Inc. Class A",7372,SERVICES-PREPACKAGED SOFTWARE,stocks,XNAS,7852443395.7,1634.0,2015-06-26,AppFolio Inc provides cloud-based software solutions for the real estate industry. Its property management software offers property managers an end-to-end solution to their business needs. The group's...
APPN,Appian Corporation Class A Common Stock,7372,SERVICES-PREPACKAGED SOFTWARE,stocks,XNAS,2370105404.24,2033.0,2017-05-25,Appian Corp is a low-code enterprise platform-as-a-service company focusing on business process management. The company's Appian platform is an integrated automation platform providing tools for organ...
APPS,"Digital Turbine, Inc.",6794,PATENT OWNERS & LESSORS,stocks,XNAS,536584793.99,754.0,1995-05-24,"Digital Turbine Inc is an independent mobile growth platform. It offers end-to-end products and solutions to all participants in the mobile application ecosystem, enabling brand discovery and advertis..."
ARAY,Accuray Incorporated,3841,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,stocks,XNAS,131857131.52,987.0,2007-02-08,"Accuray Inc is a radiation oncology company that develops, manufactures, sells and supports precise, innovative treatment solutions which set the standard of radiation therapy care with the aim of hel..."
ARBE,Arbe Robotics Ltd. Ordinary Shares,,,stocks,XNAS,186344385.78,144.0,2021-10-08,Arbe Robotics Ltd is a provider of 4D Imaging Radar solutions enabling driver-assist systems while paving the way for fully autonomous driving. It is a research and development company in the field of...
ARCB,ArcBest Corporation,4213,TRUCKING (NO LOCAL),stocks,XNAS,1549123629.6899998,14000.0,1992-05-13,ArcBest Corp is an integrated logistics company that leverages technology and a full suite of shipping and logistics solutions to meet customers' supply chain needs. The company has two reportable ope...
ARCC,Ares Capital Corporation,,,stocks,XNAS,15417776756.34,3200.0,2004-10-05,Ares Capital Corp is a United States-based closed-ended specialty finance company. Its investment objective is to generate both current income and capital appreciation through debt and equity investme...
ARCT,Arcturus Therapeutics Holdings Inc. Common Stock,2834,PHARMACEUTICAL PREPARATIONS,stocks,XNAS,340092361.62,176.0,2013-05-22,"Arcturus Therapeutics Holdings Inc is an RNA medicines company focused on opportunities in rare diseases with a current focus on liver and respiratory diseases. It operates in one business segment, wh..."
ARGX,argenx SE American Depositary Shares,,,stocks,XNAS,35137336123.98,1639.0,2017-05-18,"Argenx is a Dutch biopharmaceutical company focused on developing antibody-based therapies for rare autoimmune diseases. The company's lead product, Vyvgart (efgartigimod), was approved by the FDA in ..."
ARHS,"Arhaus, Inc. Class A Common Stock",5712,RETAIL-FURNITURE STORES,stocks,XNAS,1244444765.26,2630.0,2021-11-04,"Arhaus Inc is a growing lifestyle brand and omnichannel retailer of premium home furniture. The company offers merchandise in several categories, including furniture, outdoor, lighting, textiles, and ..."
ARKO,ARKO Corp. Common Stock,5412,RETAIL-CONVENIENCE STORES,stocks,XNAS,521913341.24,11772.0,2020-12-23,"ARKO Corp owns and operates convenience stores in the United States. Some of its regional store brands include Stop, Admiral, Apple Market, BreadBox, E-Z Mart, fas mart, Li'l Cricket, and Next Door St..."
ARLP,Alliance Resource Partners LP,1221,BITUMINOUS COAL & LIGNITE SURFACE MINING,stocks,XNAS,3317295859.9199996,3653.0,1999-08-17,"Alliance Resource Partners LP operates as a coal mining company based in the United States. It has four segments: Illinois Basin, Appalachia, Oil & Gas Royalties and Coal Royalties. The Illinois Basin..."
ARM,Arm Holdings plc American Depositary Shares,,,stocks,XNAS,146824582901.39,8330.0,2023-09-14,"Arm Holdings is the intellectual property owner and developer of the ARM architecture, which is used in 99% of the world's smartphone CPU cores, and it also has high market share in other battery-powe..."
AROW,Arrow Financial Corp,6021,NATIONAL COMMERCIAL BANKS,stocks,XNAS,432891774.48,554.0,1980-08-06,"Arrow Financial Corp is a holding company. It provides various advisory and administrative services and coordinates the general policies and operations of the banks. It provides financial products, in..."
ARQ,"Arq, Inc. Common Stock",2890,MISCELLANEOUS CHEMICAL PRODUCTS,stocks,XNAS,225407380.79999998,203.0,2003-10-22,"Arq Inc is an environmental technology company principally engaged in the sale of consumable air, water, and soil treatment solutions including activated carbon (AC) and chemical technologies. The com..."
ARQQ,Arqit Quantum Inc. Ordinary Shares,,,stocks,XNAS,376378896.78,82.0,2021-09-07,Arqit Quantum Inc is a cybersecurity company that has pioneered a symmetric key agreement technology that makes the communications links of any networked device or data at rest secure against current ...
ARQT,"Arcutis Biotherapeutics, Inc. Common Stock",2834,PHARMACEUTICAL PREPARATIONS,stocks,XNAS,1693856498.0400002,342.0,2020-01-31,Arcutis Biotherapeutics Inc is a medical dermatology company. It is developing treatments for patients with immune-mediated dermatological diseases and conditions. It is leveraging recent advances in ...
ARRY,"Array Technologies, Inc. Common Stock",3990,MISCELLANEOUS MANUFACTURING INDUSTRIES,stocks,XNAS,1142577314.6200001,1021.0,2020-10-15,Array Technologies Inc manufacturer of ground-mounting systems used in solar energy projects. The company's segments include: the Array legacy operating segment (Array Legacy Operations) and the STI O...
ARTNA,Artesian Resources Corp,4941,WATER SUPPLY,stocks,XNAS,346145494.3,249.0,1995-01-12,Artesian Resources Corp operates as a holding company with a focus on water distribution and wastewater services. Its regulated utility segment includes subsidiaries providing water and wastewater ser...
ARTV,"Artiva Biotherapeutics, Inc. Common Stock",2836,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",stocks,XNAS,51406181.089999996,89.0,2024-07-19,"Artiva Biotherapeutics Inc is a biopharmaceutical company. The company is engaged in advancing a pipeline of off-the-shelf, allogeneic NK cell therapies for the treatment of hematologic malignancies o..."
ARVN,"Arvinas, Inc",2834,PHARMACEUTICAL PREPARATIONS,stocks,XNAS,571522583.7,430.0,2018-09-27,"Arvinas Inc is a United States-based biopharmaceutical company focused on improving the lives of patients suffering from debilitating and life-threatening diseases through the discovery, development a..."
ARWR,Arrowhead Research Corporation,2834,PHARMACEUTICAL PREPARATIONS,stocks,XNAS,2288324207.95,609.0,1995-02-01,"Arrowhead Pharmaceuticals Inc is an American biotechnology company. Its main target is the development of medicine to treat diseases with a genetic origin, characterized by the overproduction of one o..."
ASLE,AerSale Corporation Common Stock,5080,"WHOLESALE-MACHINERY, EQUIPMENT & SUPPLIES",stocks,XNAS,277423276.8,707.0,2020-12-23,"AerSale Corp is an integrated, diversified leader in aviation aftermarket products and services. It specializes in the sale, lease, and exchange of used aircraft, engines, and components, in addition ..."
ASMB,"Assembly Biosciences, Inc",2834,PHARMACEUTICAL PREPARATIONS,stocks,XNAS,122735476.71000001,73.0,2010-12-17,"Assembly Biosciences Inc is a clinical-stage biotechnology company. It is advancing two platform programs, a novel class of oral therapeutics for the treatment of hepatitis B virus (HBV) infection and..."
ASML,ASML Holding NV,,,stocks,XNAS,302842817146.0,44127.0,1995-03-15,ASML is the leader in photolithography systems used in manufacturing semiconductors. Photolithography is the process in which a light source is used to expose circuit patterns from a photo mask onto a...
ASND,Ascendis Pharma A/S American Depositary Shares,,,stocks,XNAS,10426182436.35,1017.0,2015-01-28,Ascendis Pharma AS is a biopharmaceutical company that applies its TransCon technology platform to make a meaningful difference for patients. The firm's product pipeline includes Endocrinology and Onc...
ASO,"Academy Sports and Outdoors, Inc.",5940,RETAIL-MISCELLANEOUS SHOPPING GOODS STORES,stocks,XNAS,2949528850.02,22000.0,2020-10-02,"Academy Sports and Outdoors Inc is engaged in the full-line sporting goods and outdoor recreation retailer in the United States. The company's product categories are outdoors, apparel, sports & recrea..."
ASPS,Altisource Portfolio Solutions S.A.,7380,SERVICES-MISCELLANEOUS BUSINESS SERVICES,stocks,XNAS,79723158.3,1160.0,2009-08-06,"Altisource Portfolio Solutions SA is an integrated service provider and marketplace for the real estate and mortgage industries. It operates via two reportable segments, namely Servicer and Real Estat..."
ASTE,Astec Industries Inc,3531,CONSTRUCTION MACHINERY & EQUIP,stocks,XNAS,929542330.5,4148.0,1986-06-18,"Astec Industries Inc designs and manufactures equipment and components used in road construction and other development activities. Its products are used through the entire process of building roads, f..."
ASTH,Astrana Health Inc. Common Stock,8742,SERVICES-MANAGEMENT CONSULTING SERVICES,stocks,XNAS,1166868147.52,1900.0,2007-11-26,"Astrana Health Inc is a patient-centered, physician-centric integrated population health management company. The company is working to provide coordinated, outcomes-based medical care cost-effectively..."
ASTL,Algoma Steel Group Inc. Common Shares,,,stocks,XNAS,614912079.72,2818.0,2021-10-20,"Algoma Steel Group Inc is a fully integrated steel producer of hot and cold rolled steel products, including coiled sheet and plate, strategically located. The firm operates in a single segment of bas..."
ASTS,"AST SpaceMobile, Inc. Class A Common Stock",4899,"COMMUNICATIONS SERVICES, NEC",stocks,XNAS,8314990163.56,578.0,2021-04-07,"AST SpaceMobile Inc is a satellite designer and manufacturer. The company is building a cellular broadband network in space to operate directly with standard, unmodified mobile devices, and off-the-sh..."
ASUR,"Asure Software, Inc",7373,SERVICES-COMPUTER INTEGRATED SYSTEMS DESIGN,stocks,XNAS,268281589.16000003,635.0,1993-08-04,Asure Software Inc is a provider of cloud-based Human Capital Management (HCM) software solutions delivered as Software-as-a-Service (SaaS) to businesses of all sizes. It facilitates small and mid-siz...
ASYS,Amtech Systems Inc,3559,"SPECIAL INDUSTRY MACHINERY, NEC",stocks,XNAS,56683293.48,328.0,1983-08-02,"Amtech Systems Inc is a manufacturer of capital equipment, including thermal processing and wafer polishing, and related consumables used in fabricating semiconductor devices, such as silicon carbide ..."
ATAI,ATAI Life Sciences N.V. Common Shares,2834,PHARMACEUTICAL PREPARATIONS,stocks,XNAS,480501144.47999996,54.0,2021-06-18,ATAI Life Sciences NV is a clinical-stage biopharmaceutical company on a mission to develop effective mental health treatments to transform patient outcomes. The company's pipeline of psychedelic-base...
ATAT,Atour Lifestyle Holdings Limited American Depositary Shares,,,stocks,XNAS,4253363571.78,5488.0,2022-11-11,Atour Lifestyle Holdings Ltd is an upper-midscale hotel chain in China. The company derives revenues from franchise and management fees from its manachised hotels and sales of hotel supplies to manach...
ATEC,"Alphatec Holdings, Inc.",3841,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,stocks,XNAS,1742378619.76,867.0,2006-06-02,"Alphatec Holdings Inc is a medical technology company focused on the designing, development, and advancement of products for the surgical treatment of spinal disorders associated with disease and dege..."
ATEX,Anterix Inc. Common Stock,4813,TELEPHONE COMMUNICATIONS (NO RADIOTELEPHONE),stocks,XNAS,517270254.38,86.0,2015-02-03,"Anterix Inc is a United States-based company engaged in delivering broadband needed to modernize infrastructure for energy, transportation, logistics, and other industries. The company offers Private ..."
ATLCZ,Atlanticus Holdings Corporation 9.25% Senior Notes due 2029,6141,PERSONAL CREDIT INSTITUTIONS,stocks,XNAS,,,2024-01-31,
ATLO,AMES National Corp,6021,NATIONAL COMMERCIAL BANKS,stocks,XNAS,159321003.59,258.0,1997-08-11,"Ames National Corporation is a United States-based bank holding company. It provides short-term and medium-term commercial, multi-family, and agricultural real estate loans, residential real estate lo..."
ATLX,Atlas Lithium Corporation Common Stock,1400,MINING & QUARRYING OF NONMETALLIC MINERALS (NO FUELS),stocks,XNAS,80267418.0,70.0,2012-06-27,"Atlas Lithium Corp is a mineral exploration and development company with lithium projects and exploration properties in other critical and battery minerals, including nickel, rare earth, graphite, and..."
ATNI,"ATN International, Inc",4813,TELEPHONE COMMUNICATIONS (NO RADIOTELEPHONE),stocks,XNAS,243920975.9,2300.0,1991-11-01,ATN International Inc is a telecommunications and utilities company. The company provides digital infrastructure and communications services with a focus on rural and remote markets in the United Stat...
ATOM,Atomera Incorporated Common Stock,3674,SEMICONDUCTORS & RELATED DEVICES,stocks,XNAS,185452957.28,20.0,2016-08-05,"Atomera Inc is engaged in the business of developing, commercializing, and licensing proprietary processes and technologies for the semiconductor industry. The company's technology, named Mears Silico..."
ATRA,"Atara Biotherapeutics, Inc",2836,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",stocks,XNAS,55172673.705000006,89.0,2014-10-16,"Atara Biotherapeutics Inc operates in the United States healthcare sector. It focuses on developing transformative therapies for patients with serious diseases, including solid tumors, hematologic can..."
ATRC,"AtriCure, Inc.",3841,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,stocks,XNAS,1692075807.18,1300.0,2005-08-05,"AtriCure Inc is an innovator in surgical treatments and therapies for atrial fibrillation (Afib), left atrial appendage (LAA) management, and post-operative pain management and sells its products to m..."
ATRO,Astronics Corp,3728,"AIRCRAFT PARTS & AUXILIARY EQUIPMENT, NEC",stocks,XNAS,1175487068.4,2620.0,1978-01-10,"Astronics Corp supplies products to the aerospace, defense, and electronics industries. The company has two reportable segments namely Aerospace and Test Systems. The aerospace segment serves three pr..."
ATXS,"Astria Therapeutics, Inc. Common Stock",2834,PHARMACEUTICAL PREPARATIONS,stocks,XNAS,326754128.01,78.0,2015-06-25,"Astria Therapeutics Inc is a biopharmaceutical company engaged to bring life-changing therapies to patients and families affected by rare and niche allergic and immunological diseases. Its program, ST..."
ATYR,"aTyr Pharma, Inc. Common Stock",2836,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",stocks,XNAS,485074176.2,59.0,2015-05-07,aTyr Pharma Inc is a biotherapeutics company engaged in the discovery and development of first-in-class medicines from its proprietary tRNA synthetase platform. The company has concentrated its resear...
AUDC,AudioCodes Ltd,,,stocks,XNAS,280289114.43,946.0,1999-05-28,"AudioCodes Ltd develops and sells onverged voice over IP and data networking solutions, products and applications to service providers and channels, OEMs, network equipment providers and system integr..."
AUPH,Aurinia Pharmaceuticals Inc,2834,PHARMACEUTICAL PREPARATIONS,stocks,XNAS,1099749018.28,300.0,2009-10-21,Aurinia Pharmaceuticals Inc is a biopharmaceutical company focused on delivering therapies to people living with autoimmune diseases with high unmet medical needs. The company developed LUPKYNIS (vocl...
AUR,"Aurora Innovation, Inc. Class A Common Stock",7373,SERVICES-COMPUTER INTEGRATED SYSTEMS DESIGN,stocks,XNAS,10400984229.72,1800.0,2021-11-04,"Aurora Innovation Inc delivers self-driving technology safely, quickly, and broadly. The Aurora Driver is a self-driving system designed to operate multiple vehicle types, from freight-hauling trucks ..."
AURA,"Aura Biosciences, Inc. Common Stock",2836,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",stocks,XNAS,390007191.67,106.0,2021-10-29,Aura Biosciences Inc is a clinical-stage biotechnology company developing precision immunotherapies to treat a range of solid tumors designed to preserve the function of organs afflicted with cancer. ...
AUTL,Autolus Therapeutics plc American Depositary Share,2836,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",stocks,XNAS,625423916.95,647.0,2018-06-22,Autolus Therapeutics PLC is a biopharmaceutical company developing next-generation programmed T-cell therapies for the treatment of cancer. The company's clinical-stage pipeline comprises Obe-cel (obe...
AVAV,"AeroVironment, Inc.",3721,AIRCRAFT,stocks,XNAS,8933578922.52,1428.0,2007-01-23,"AeroVironment Inc operates under a single business segment in which it supplies unmanned aircraft systems, tactical missile systems, high-altitude pseudo-satellites, and other related services to gove..."
AVBP,"ArriVent BioPharma, Inc. Common Stock",2834,PHARMACEUTICAL PREPARATIONS,stocks,XNAS,807416439.6,52.0,2024-01-26,"ArriVent BioPharma Inc is a clinical-stage biopharmaceutical company dedicated to the identification, development, and commercialization of differentiated medicines to address the unmet medical needs ..."
AVDL,Avadel Pharmaceuticals plc Ordinary Share,2834,PHARMACEUTICAL PREPARATIONS,stocks,XNAS,974161075.45,188.0,1996-06-07,Avadel Pharmaceuticals PLC is a specialty pharmaceutical company. The group focused on transforming medicines to transform lives. It provides solutions to the development of medications that address t...
AVDX,"AvidXchange Holdings, Inc. Common Stock",7372,SERVICES-PREPACKAGED SOFTWARE,stocks,XNAS,2021106183.36,1600.0,2021-10-13,AvidXchange Holdings Inc is a provider of AP automation software and payment solutions for middle-market businesses and their suppliers. It generates the majority of its sales from Payment revenue fol...
AVGO,Broadcom Inc. Common Stock,3674,SEMICONDUCTORS & RELATED DEVICES,stocks,XNAS,1148963890750.12,37000.0,2009-08-06,"Broadcom is the sixth-largest semiconductor company globally and has expanded into various software businesses, with over $30 billion in annual revenue. It sells 17 core semiconductor product lines ac..."
AVGX,Defiance Daily Target 2X Long AVGO ETF,,,stocks,XNAS,,,2024-08-22,
AVIR,"Atea Pharmaceuticals, Inc. Common Stock",2834,PHARMACEUTICAL PREPARATIONS,stocks,XNAS,274710114.75,56.0,2020-10-30,"Atea Pharmaceuticals Inc is a clinical-stage biopharmaceutical company focused on discovering, developing, and commercializing antiviral therapeutics to improve the lives of patients suffering from se..."
AVL,Direxion Daily AVGO Bull 2X Shares,,,stocks,XNAS,,,2024-10-10,
AVNW,"Aviat Networks, Inc.",3663,RADIO & TV BROADCASTING & COMMUNICATIONS EQUIPMENT,stocks,XNAS,290275896.97,913.0,1991-02-07,"Aviat Networks Inc is a networking solutions provider. It designs, manufactures and sells wireless networking products, solutions, and services to mobile and fixed operators, private network operators..."
AVO,"Mission Produce, Inc. Common Stock",0700,,stocks,XNAS,812109449.5,3100.0,2020-10-01,"Mission Produce Inc is engaged in the business of producing and distributing avocados, serving retail, wholesale, and food service customers. Also, the company provides additional services like ripeni..."
AVPT,"AvePoint, Inc. Class A Common Stock",7372,SERVICES-PREPACKAGED SOFTWARE,stocks,XNAS,3828913525.68,2934.0,2021-07-02,"AvePoint Inc provides customizable solutions to optimize SaaS operations, enable secure collaboration, and accelerate digital transformation across technologies and industries. Its Confidence Platform..."
AVR,Anteris Technologies Global Corp. Common Stock,3842,"ORTHOPEDIC, PROSTHETIC & SURGICAL APPLIANCES & SUPPLIES",stocks,XNAS,192996811.92000002,,2024-12-13,"Anteris Technologies Global Corp is a structural heart company committed to designing, developing, and commercializing cutting-edge medical devices to restore healthy heart function. Its product, the ..."
AVT,"Avnet, Inc.",5065,"WHOLESALE-ELECTRONIC PARTS & EQUIPMENT, NEC",stocks,XNAS,4323683161.400001,15462.0,1960-12-30,"Avnet Inc is a global distributor of electronic components, connecting suppliers of semiconductors and other components to a base of 2.1 million small- and mid-sized customers in 140 countries. Avnet ..."
